Date	Female_parent	Male_parent	CrossFamily	FemaleSp	MaleSp	Cross	Who	Bud	Fruited	Number_of_seeds
1-Feb	18-29	18-18	18-29x18-18	C	Au	CxAu	AF	1	0	0
1-Feb	18-29	18-18	18-29x18-18	C	Au	CxAu	AF	0	1	4
3-Feb	18-29	18-18	18-29x18-18	C	Au	CxAu	AF	1	0	0
3-Feb	18-29	18-18	18-29x18-18	C	Au	CxAu	AF	1	0	0
19-Mar	18-29	18-22	18-29x18-22	C	Au	CxAu	AF	1	0	0
24-Mar	18-29	18-22	18-29x18-22	C	Au	CxAu	AF	1	0	0
31-Jan	18-30	18-19	18-30x18-19	C	Au	CxAu	IL	1	0	0
21-Jan	18-32	18-20	18-32x18-20	C	Au	CxAu	IL	1	0	0
23-Jan	18-32	18-20	18-32x18-20	C	Au	CxAu	IL	1	0	0
2-Feb	18-32	18-20	18-32x18-20	C	Au	CxAu	AF	1	0	0
15-Feb	18-32	18-20	18-32x18-20	C	Au	CxAu	AF	1	0	0
22-Jan	18-33	18-22	18-33x18-22	C	Au	CxAu	AF	0	1	3
1-Feb	18-33	18-22	18-33x18-22	C	Au	CxAu	AF	1	0	0
2-Feb	18-33	18-22	18-33x18-22	C	Au	CxAu	AF	1	0	0
2-Feb	18-33	18-22	18-33x18-22	C	Au	CxAu	AF	1	0	0
2-Feb	18-33	18-22	18-33x18-22	C	Au	CxAu	AF	1	0	0
14-Jan	18-01	18-14	18-01x18-14	C	G	CxG	IL	1	0	0
19-Jan	18-01	18-14	18-01x18-14	C	G	CxG	AF	1	0	0
19-Jan	18-01	18-14	18-01x18-14	C	G	CxG	AF	1	0	0
21-Jan	18-01	18-14	18-01x18-14	C	G	CxG	IL	1	0	0
5/2/19	18-01	18-14	18-01x18-14	C	G	CxG	IL	1	0	0
6/1/19	18-01	18-14	18-01x18-14	C	G	CxG	IL	1	0	0
28-Mar	18-02	18-09	18-02x18-09	C	G	CxG	AF	1	0	0
28-Mar	18-02	18-09	18-02x18-09	C	G	CxG	AF	1	0	0
27-Mar	18-02	18-11	18-02x18-11	C	G	CxG	AF	1	0	0
27-Mar	18-02	18-11	18-02x18-11	C	G	CxG	AF	1	0	0
27-Mar	18-02	18-11	18-02x18-11	C	G	CxG	AF	1	0	0
15-Feb	18-02	18-12	18-02x18-12	C	G	CxG	AF	1	0	0
15-Feb	18-02	18-12	18-02x18-12	C	G	CxG	AF	1	0	0
24-Feb	18-02	18-12	18-02x18-12	C	G	CxG	AF	1	0	0
26-Mar	18-02	18-12	18-02x18-12	C	G	CxG	AF	1	0	0
1-Dec	18-02	18-13	18-02x18-13	C	G	CxG	AF	1	0	0
31-Dec	18-02	18-13	18-02x18-13	C	G	CxG	AF	1	0	0
11-Jan	18-02	18-13	18-02x18-13	C	G	CxG	AF	1	0	0
12-Jan	18-02	18-13	18-02x18-13	C	G	CxG	AF	1	0	0
29-Mar	18-02	18-15	18-02x18-15	C	G	CxG	AF	1	0	0
29-Mar	18-02	18-15	18-02x18-15	C	G	CxG	AF	1	0	0
30-Mar	18-02	18-15	18-02x18-15	C	G	CxG	AF	1	0	0
30-Mar	18-02	18-15	18-02x18-15	C	G	CxG	AF	1	0	0
31-Mar	18-02	18-15	18-02x18-15	C	G	CxG	AF	1	0	0
31-Mar	18-02	18-15	18-02x18-15	C	G	CxG	AF	1	0	0
1-Apr	18-02	18-15	18-02x18-15	C	G	CxG	AF	1	0	0
1-Apr	18-02	18-15	18-02x18-15	C	G	CxG	AF	1	0	0
19-Feb	18-28	18-09	18-28x18-09	C	G	CxG	AF	1	0	0
19-Feb	18-28	18-09	18-28x18-09	C	G	CxG	AF	1	0	0
25-Jan	18-28	18-17	18-28x18-17	C	G	CxG	AF	1	0	0
26-Jan	18-28	18-17	18-28x18-17	C	G	CxG	AF	1	0	0
1-Feb	18-28	18-17	18-28x18-17	C	G	CxG	AF	1	0	0
5-Feb	18-28	18-17	18-28x18-17	C	G	CxG	AF	1	0	0
29-Jan	18-29	18-16	18-29x18-16	C	G	CxG	AF	1	0	0
29-Jan	18-29	18-16	18-29x18-16	C	G	CxG	AF	0	1	2
29-Jan	18-29	18-16	18-29x18-16	C	G	CxG	AF	0	1	4
29-Jan	18-29	18-16	18-29x18-16	C	G	CxG	AF	0	1	1
29-Jan	18-29	18-16	18-29x18-16	C	G	CxG	AF	0	1	4
31-Jan	18-30	18-11	18-30x18-11	C	G	CxG	IL	1	0	0
3-Feb	18-30	18-11	18-30x18-11	C	G	CxG	AF	1	0	0
21-Jan	18-32	18-08	18-32x18-08	C	G	CxG	IL	1	0	0
1-Feb	18-32	18-08	18-32x18-08	C	G	CxG	AF	1	0	0
1-Feb	18-32	18-08	18-32x18-08	C	G	CxG	AF	1	0	0
1-Feb	18-32	18-08	18-32x18-08	C	G	CxG	AF	0	1	2
5-Feb	18-32	18-08	18-32x18-08	C	G	CxG	AF	1	0	0
29-Jan	18-33	18-10	18-33x18-10	C	G	CxG	AF	1	0	0
29-Jan	18-33	18-10	18-33x18-10	C	G	CxG	AF	1	0	0
2-Feb	18-33	18-10	18-33x18-10	C	G	CxG	AF	1	0	0
2-Feb	18-33	18-10	18-33x18-10	C	G	CxG	AF	1	0	0
2-Feb	18-33	18-10	18-33x18-10	C	G	CxG	AF	1	0	0
18-Oct	18-01	18-25	18-01x18-25	C	Le	CxLe	AF	1	0	0
20-Oct	18-01	18-25	18-01x18-25	C	Le	CxLe	IL	1	0	0
9-Jan	18-01	18-25	18-01x18-25	C	Le	CxLe	IL	1	0	0
11-Jan	18-01	18-25	18-01x18-25	C	Le	CxLe	IL	1	0	0
19-Feb	18-02	18-23	18-02x18-23	C	Le	CxLe	AF	1	0	0
19-Feb	18-02	18-23	18-02x18-23	C	Le	CxLe	AF	1	0	0
26-Feb	18-02	18-23	18-02x18-23	C	Le	CxLe	AF	1	0	0
22-Mar	18-02	18-23	18-02x18-23	C	Le	CxLe	AF	1	0	0
22-Mar	18-02	18-23	18-02x18-23	C	Le	CxLe	AF	1	0	0
22-Mar	18-02	18-24	18-02x18-24	C	Le	CxLe	AF	1	0	0
28-Mar	18-02	18-24	18-02x18-24	C	Le	CxLe	AF	1	0	0
28-Mar	18-02	18-24	18-02x18-24	C	Le	CxLe	AF	1	0	0
28-Mar	18-02	18-24	18-02x18-24	C	Le	CxLe	AF	1	0	0
28-Mar	18-02	18-24	18-02x18-24	C	Le	CxLe	AF	1	0	0
6-Nov	18-02	18-26	18-02x18-26	C	Le	CxLe	IL	1	0	0
7-Nov	18-02	18-26	18-02x18-26	C	Le	CxLe	AF	1	0	0
10-Nov	18-02	18-26	18-02x18-26	C	Le	CxLe	AF	1	0	0
19-Nov	18-02	18-26	18-02x18-26	C	Le	CxLe	IL	1	0	0
20-Oct	18-03	18-23	18-03x18-23	C	Le	CxLe	IL	1	0	0
4-Nov	18-03	18-23	18-03x18-23	C	Le	CxLe	IL	1	0	0
19-Nov	18-03	18-23	18-03x18-23	C	Le	CxLe	IL	1	0	0
19-Jan	18-28	18-24	18-28x18-24	C	Le	CxLe	AF	1	0	0
23-Jan	18-28	18-24	18-28x18-24	C	Le	CxLe	IL	1	0	0
1-Feb	18-28	18-24	18-28x18-24	C	Le	CxLe	AF	1	0	0
1-Feb	18-28	18-24	18-28x18-24	C	Le	CxLe	AF	1	0	0
8-Feb	18-28	18-24	18-28x18-24	C	Le	CxLe	AF	1	0	0
15-Feb	18-28	18-25	18-28x18-25	C	Le	CxLe	AF	1	0	0
15-Feb	18-28	18-25	18-28x18-25	C	Le	CxLe	AF	1	0	0
15-Feb	18-28	18-25	18-28x18-25	C	Le	CxLe	AF	1	0	0
19-Feb	18-28	18-25	18-28x18-25	C	Le	CxLe	AF	1	0	0
21-Jan	18-29	18-23	18-29x18-23	C	Le	CxLe	IL	0	1	1
22-Jan	18-29	18-23	18-29x18-23	C	Le	CxLe	AF	1	0	0
22-Jan	18-29	18-23	18-29x18-23	C	Le	CxLe	AF	0	1	3
23-Jan	18-29	18-23	18-29x18-23	C	Le	CxLe	IL	0	1	1
3-Feb	18-29	18-23	18-29x18-23	C	Le	CxLe	AF	1	0	0
19-Mar	18-29	18-25	18-29x18-25	C	Le	CxLe	AF	1	0	0
31-Jan	18-30	18-24	18-30x18-24	C	Le	CxLe	IL	1	0	0
10-Jan	18-32	18-25	18-32x18-25	C	Le	CxLe	IL	1	0	0
23-Jan	18-32	18-25	18-32x18-25	C	Le	CxLe	IL	1	0	0
26-Jan	18-32	18-25	18-32x18-25	C	Le	CxLe	AF	1	0	0
29-Jan	18-32	18-25	18-32x18-25	C	Le	CxLe	AF	1	0	0
21-Jan	18-33	18-26	18-33x18-26	C	Le	CxLe	IL	1	0	0
27-Jan	18-33	18-26	18-33x18-26	C	Le	CxLe	AF	1	0	0
27-Jan	18-33	18-26	18-33x18-26	C	Le	CxLe	AF	1	0	0
1-Feb	18-33	18-26	18-33x18-26	C	Le	CxLe	AF	1	0	0
21-Jan	18-01	18-01	18-01x18-01	C	S	CxS	IL	0	1	4
28-Oct	18-02	18-02	18-02x18-02	C	S	CxS	IL	0	1	1
6-Nov	18-02	18-02	18-02x18-02	C	S	CxS	IL	1	0	0
17-Nov	18-02	18-02	18-02x18-02	C	S	CxS	IL	0	1	4
18-Nov	18-02	18-02	18-02x18-02	C	S	CxS	IL	0	1	4
21-Nov	18-02	18-02	18-02x18-02	C	S	CxS	IL	0	1	2
3-Apr	18-02	18-02	18-02x18-02	C	S	CxS	AF	0	1	3
3-Apr	18-02	18-02	18-02x18-02	C	S	CxS	AF	0	1	2
3-Apr	18-02	18-02	18-02x18-02	C	S	CxS	AF	0	1	3
3-Apr	18-02	18-02	18-02x18-02	C	S	CxS	AF	1	0	0
9-Feb	18-28	18-28	18-28x18-28	C	S	CxS	AF	1	0	0
9-Feb	18-28	18-28	18-28x18-28	C	S	CxS	AF	0	1	1
9-Feb	18-28	18-28	18-28x18-28	C	S	CxS	AF	0	1	2
9-Feb	18-28	18-28	18-28x18-28	C	S	CxS	AF	1	0	0
5-Feb	18-29	18-29	18-29x18-29	C	S	CxS	AF	1	0	0
5-Feb	18-29	18-29	18-29x18-29	C	S	CxS	AF	0	1	3
5-Feb	18-29	18-29	18-29x18-29	C	S	CxS	AF	0	1	3
8-Feb	18-29	18-29	18-29x18-29	C	S	CxS	AF	0	1	2
12-Feb	18-29	18-29	18-29x18-29	C	S	CxS	AF	0	1	3
3-Feb	18-33	18-33	18-33x18-33	C	S	CxS	AF	1	0	0
10-Feb	18-33	18-33	18-33x18-33	C	S	CxS	AF	0	1	2
19-Feb	18-33	18-33	18-33x18-33	C	S	CxS	AF	0	1	4
25-Oct	18-03	X	18-03xX	C	X	CxX	AF	0	1	3
23-Nov	18-03	X	18-03xX	C	X	CxX	AF	0	1	4
18-Oct	18-01	X	18-01xX	C	X	CxX	AF	0	1	3
1-May	18-01	X	18-01xX	C	X	CxX	AF	0	1	2
25-Oct	18-02	X	18-02xX	C	X	CxX	AF	1	0	0
17-Nov	18-02	X	18-02xX	C	X	CxX	AF	0	1	4
25-Nov	18-02	X	18-02xX	C	X	CxX	AF	1	0	0
19-Jan	18-28	X	18-28xX	C	X	CxX	AF	0	1	3
2-Feb	18-28	X	18-28xX	C	X	CxX	AF	0	1	1
4-Feb	18-28	X	18-28xX	C	X	CxX	AF	1	0	0
4-Feb	18-28	X	18-28xX	C	X	CxX	AF	1	0	0
4-Feb	18-28	X	18-28xX	C	X	CxX	AF	1	0	0
5-Feb	18-28	X	18-28xX	C	X	CxX	AF	0	1	2
19-Jan	18-29	X	18-29xX	C	X	CxX	AF	0	1	4
24-Jan	18-29	X	18-29xX	C	X	CxX	AF	0	1	3
24-Jan	18-29	X	18-29xX	C	X	CxX	AF	0	1	4
28-Jan	18-29	X	18-29xX	C	X	CxX	AF	0	1	4
31-Jan	18-29	X	18-29xX	C	X	CxX	AF	0	1	1
18-Jan	18-32	X	18-32xX	C	X	CxX	AF	1	0	0
19-Jan	18-32	X	18-32xX	C	X	CxX	AF	0	1	4
19-Jan	18-32	X	18-32xX	C	X	CxX	AF	0	1	2
24-Jan	18-32	X	18-32xX	C	X	CxX	AF	0	1	4
24-Jan	18-32	X	18-32xX	C	X	CxX	AF	0	1	1
28-Jan	18-32	X	18-32xX	C	X	CxX	AF	0	1	4
28-Jan	18-32	X	18-32xX	C	X	CxX	AF	1	0	0
24-Jan	18-33	X	18-33xX	C	X	CxX	AF	0	1	3
24-Jan	18-33	X	18-33xX	C	X	CxX	AF	0	1	3
24-Jan	18-33	X	18-33xX	C	X	CxX	AF	0	1	3
28-Jan	18-33	X	18-33xX	C	X	CxX	AF	0	1	3
28-Jan	18-33	X	18-33xX	C	X	CxX	AF	0	1	3
28-Jan	18-33	X	18-33xX	C	X	CxX	AF	0	1	4
28-Jan	18-33	X	18-33xX	C	X	CxX	AF	0	1	3
3-Dec	18-08	18-21	18-08x18-21	G	Au	GxAu	IL	0	1	2
3-Dec	18-08	18-21	18-08x18-21	G	Au	GxAu	IL	0	1	2
6-Dec	18-08	18-21	18-08x18-21	G	Au	GxAu	IL	1	0	0
12-Dec	18-08	18-21	18-08x18-21	G	Au	GxAu	IL	0	1	4
13-Dec	18-08	18-21	18-08x18-21	G	Au	GxAu	IL	0	1	3
16-Dec	18-08	18-21	18-08x18-21	G	Au	GxAu	IL	0	1	3
17-Dec	18-08	18-21	18-08x18-21	G	Au	GxAu	IL	0	1	2
31-Dec	18-09	18-21	18-09x18-21	G	Au	GxAu	IL	1	0	0
6-Jan	18-09	18-21	18-09x18-21	G	Au	GxAu	IL	1	0	0
7-Jan	18-09	18-21	18-09x18-21	G	Au	GxAu	IL	0	1	2
10-Jan	18-09	18-21	18-09x18-21	G	Au	GxAu	IL	0	1	4
12-Jan	18-09	18-21	18-09x18-21	G	Au	GxAu	IL	1	0	0
17-Nov	18-10	18-20	18-10x18-20	G	Au	GxAu	IL	0	1	2
19-Nov	18-10	18-20	18-10x18-20	G	Au	GxAu	IL	0	1	3
21-Nov	18-10	18-20	18-10x18-20	G	Au	GxAu	IL	0	1	4
24-Nov	18-10	18-20	18-10x18-20	G	Au	GxAu	IL	0	1	3
25-Nov	18-10	18-20	18-10x18-20	G	Au	GxAu	IL	0	1	4
28-Nov	18-10	18-20	18-10x18-20	G	Au	GxAu	AF	0	1	4
30-Nov	18-11	18-20	18-11x18-20	G	Au	GxAu	AF	0	1	4
30-Nov	18-11	18-20	18-11x18-20	G	Au	GxAu	AF	0	1	4
3-Dec	18-11	18-20	18-11x18-20	G	Au	GxAu	IL	0	1	1
4-Dec	18-11	18-20	18-11x18-20	G	Au	GxAu	IL	1	0	0
5-Dec	18-11	18-20	18-11x18-20	G	Au	GxAu	AF	1	0	0
6-Dec	18-11	18-20	18-11x18-20	G	Au	GxAu	IL	0	1	4
24-Nov	18-12	18-19	18-12x18-19	G	Au	GxAu	IL	0	1	3
25-Nov	18-12	18-19	18-12x18-19	G	Au	GxAu	IL	0	1	4
27-Nov	18-12	18-19	18-12x18-19	G	Au	GxAu	IL	0	1	4
30-Nov	18-12	18-19	18-12x18-19	G	Au	GxAu	AF	1	0	0
1-Dec	18-12	18-19	18-12x18-19	G	Au	GxAu	IL	0	1	3
31-Dec	18-13	18-18	18-13x18-18	G	Au	GxAu	IL	0	1	4
4-Jan	18-13	18-18	18-13x18-18	G	Au	GxAu	IL	1	0	0
5-Jan	18-13	18-18	18-13x18-18	G	Au	GxAu	IL	0	1	1
7-Jan	18-13	18-18	18-13x18-18	G	Au	GxAu	IL	0	1	3
9-Jan	18-13	18-18	18-13x18-18	G	Au	GxAu	IL	1	0	0
10-Jan	18-13	18-18	18-13x18-18	G	Au	GxAu	IL	0	1	4
7-Nov	18-14	18-22	18-14x18-22	G	Au	GxAu	AF	1	0	0
19-Nov	18-14	18-22	18-14x18-22	G	Au	GxAu	IL	0	1	4
20-Nov	18-14	18-22	18-14x18-22	G	Au	GxAu	AF	0	1	4
20-Nov	18-14	18-22	18-14x18-22	G	Au	GxAu	AF	0	1	2
21-Nov	18-14	18-22	18-14x18-22	G	Au	GxAu	AF	0	1	4
12-Jan	18-15	18-22	18-15x18-22	G	Au	GxAu	IL	0	1	4
23-Jan	18-15	18-22	18-15x18-22	G	Au	GxAu	IL	0	1	3
23-Jan	18-15	18-22	18-15x18-22	G	Au	GxAu	IL	0	1	4
31-Oct	18-16	18-18	18-16x18-18	G	Au	GxAu	AF	0	1	1
3-Nov	18-16	18-18	18-16x18-18	G	Au	GxAu	IL	0	1	4
4-Nov	18-16	18-18	18-16x18-18	G	Au	GxAu	IL	0	1	4
5-Nov	18-16	18-18	18-16x18-18	G	Au	GxAu	IL	0	1	3
10-Nov	18-16	18-18	18-16x18-18	G	Au	GxAu	AF	0	1	1
